employee_id,attrition_flag,predicted_prob,risk_band,job_role,department,tenure_months,performance_rating,engagement_score,manager_support_score,growth_opportunity_score,training_hours,training_count
1812,0,0.07423861068395836,Low,Sales Executive,Sales,24,3,4,4,3,12,6
1813,0,0.23908615501551836,Low,Research Scientist,Research & Development,36,3,3,3,1,4,2
1814,0,0.16669238147798984,Low,Healthcare Representative,Research & Development,36,3,2,1,2,6,3
1815,0,0.06389568604475535,Low,Sales Executive,Sales,264,3,3,4,3,6,3
1816,0,0.09975201174810772,Low,Manufacturing Director,Research & Development,84,3,3,2,1,6,3
1818,1,0.16163928394990204,Low,Human Resources,Human Resources,60,3,2,3,4,6,3
1821,1,0.06841235337358546,Low,Healthcare Representative,Research & Development,108,4,2,4,4,4,2
1822,0,0.054326346125872636,Low,Healthcare Representative,Research & Development,60,3,4,4,3,6,3
1823,0,0.11069300127424608,Low,Sales Executive,Sales,120,4,3,3,2,10,5
1824,0,0.08497866682348418,Low,Manager,Sales,192,4,2,4,2,0,0
1826,0,0.28991148946462936,Low,Laboratory Technician,Research & Development,60,3,3,2,2,4,2
1827,0,0.030097346059130347,Low,Manufacturing Director,Research & Development,264,3,2,3,3,8,4
1829,0,0.16258719575053482,Low,Healthcare Representative,Research & Development,84,3,1,2,2,6,3
1830,0,0.08888299804596364,Low,Research Scientist,Research & Development,84,3,4,2,4,4,2
1833,0,0.3343135518002499,Medium,Sales Executive,Sales,36,3,1,4,1,6,3
1834,0,0.2073991683090191,Low,Research Scientist,Research & Development,36,4,1,3,3,6,3
1835,0,0.3272094913621472,Low,Sales Representative,Sales,48,4,4,1,2,8,4
1836,0,0.12077781362606048,Low,Sales Executive,Sales,60,3,4,1,3,8,4
1837,0,0.06634427611541037,Low,Research Director,Research & Development,24,3,3,2,1,6,3
1839,0,0.1632992125364943,Low,Research Scientist,Research & Development,0,3,3,3,2,8,4
1842,1,0.20484595753142748,Low,Human Resources,Human Resources,12,3,1,3,4,8,4
1844,1,0.37189786973551375,Medium,Human Resources,Human Resources,24,3,1,4,1,6,3
1845,0,0.14147285483414362,Low,Sales Executive,Sales,96,4,3,2,3,6,3
1847,0,0.1507291844621611,Low,Research Scientist,Research & Development,12,4,2,4,4,4,2
1849,0,0.12561031837161604,Low,Sales Executive,Sales,84,4,4,3,1,10,5
1850,0,0.11936031900902751,Low,Laboratory Technician,Research & Development,60,3,4,3,4,6,3
1852,0,0.10221638323032568,Low,Laboratory Technician,Research & Development,132,3,4,2,4,6,3
1853,0,0.1305215113399945,Low,Sales Executive,Sales,0,3,4,3,4,4,2
1854,0,0.17216005803935283,Low,Research Scientist,Research & Development,72,4,3,2,3,2,1
1856,0,0.29641082674459773,Low,Laboratory Technician,Research & Development,24,3,3,3,2,4,2
1857,0,0.024825755168231132,Low,Manufacturing Director,Research & Development,108,3,4,3,4,8,4
1858,0,0.17683038509899413,Low,Human Resources,Human Resources,36,3,4,2,3,4,2
1859,0,0.04961509936397937,Low,Healthcare Representative,Research & Development,84,3,3,4,4,6,3
1860,0,0.1680595010989886,Low,Laboratory Technician,Research & Development,0,3,3,4,4,6,3
1862,1,0.20630225108004296,Low,Sales Executive,Sales,24,3,2,3,3,6,3
1863,0,0.1421374704449534,Low,Sales Executive,Sales,228,3,1,4,1,10,5
1864,0,0.23241045394950297,Low,Sales Representative,Sales,108,4,3,4,2,10,5
1865,0,0.17263606493725267,Low,Human Resources,Human Resources,12,3,2,4,4,6,3
1866,0,0.062178687428363855,Low,Manager,Research & Development,192,3,3,4,1,4,2
1867,0,0.01253692833742495,Low,Research Director,Research & Development,264,3,2,4,4,6,3
1868,1,0.09764686412860453,Low,Research Scientist,Research & Development,12,4,4,2,4,6,3
1869,1,0.18707463711190409,Low,Sales Executive,Sales,96,4,2,3,3,4,2
1870,0,0.15015091426041577,Low,Research Scientist,Research & Development,84,3,1,4,4,4,2
1871,0,0.11016392651674324,Low,Research Scientist,Research & Development,24,3,4,2,4,4,2
1873,0,0.15504464195615256,Low,Research Scientist,Research & Development,60,4,4,2,2,4,2
1875,0,0.45371340568122376,Medium,Sales Representative,Sales,12,3,2,4,2,6,3
1878,1,0.19875692067890513,Low,Research Scientist,Research & Development,12,4,2,1,4,4,2
1880,0,0.15732906082440443,Low,Sales Executive,Sales,120,3,3,1,2,8,4
1881,0,0.2645421210268406,Low,Laboratory Technician,Research & Development,120,3,3,1,2,4,2
1882,0,0.10464055802857682,Low,Sales Executive,Sales,60,3,4,4,3,6,3
1883,0,0.30975991027301264,Low,Laboratory Technician,Research & Development,36,3,1,2,4,4,2
1885,0,0.17718520833428966,Low,Research Scientist,Research & Development,60,4,1,3,4,4,2
1886,0,0.0688023372818934,Low,Manufacturing Director,Research & Development,36,3,2,4,4,4,2
1888,0,0.052628576441710574,Low,Manufacturing Director,Research & Development,108,3,4,4,2,4,2
1890,0,0.13811219793736088,Low,Human Resources,Human Resources,120,4,4,4,2,4,2
1892,0,0.10431743322328658,Low,Manager,Research & Development,228,3,1,1,1,6,3
1893,0,0.1811854832944549,Low,Research Scientist,Research & Development,12,3,3,3,2,6,3
1898,0,0.1686844376994045,Low,Sales Executive,Sales,96,3,3,2,1,10,5
1900,0,0.017291232862418012,Low,Manager,Research & Development,264,3,4,2,4,6,3
1903,0,0.12234239860090007,Low,Healthcare Representative,Research & Development,24,3,1,4,2,10,5
1905,1,0.19404595433782643,Low,Research Scientist,Research & Development,60,4,1,2,4,4,2
1907,1,0.2237062533436729,Low,Laboratory Technician,Research & Development,48,3,4,4,1,6,3
1,1,0.2559396205367884,Low,Sales Executive,Sales,72,3,4,1,2,0,0
2,0,0.11322099898230727,Low,Research Scientist,Research & Development,120,4,2,4,3,6,3
4,1,0.20161433722561303,Low,Laboratory Technician,Research & Development,0,3,3,2,4,6,3
5,0,0.08413600104899631,Low,Research Scientist,Research & Development,96,3,3,3,4,6,3
7,0,0.3534007734491233,Medium,Laboratory Technician,Research & Development,24,3,2,4,1,6,3
8,0,0.12779330900555502,Low,Laboratory Technician,Research & Development,84,3,4,3,4,4,2
10,0,0.37664534935785565,Medium,Laboratory Technician,Research & Development,12,4,1,1,3,6,3
1133,0,0.11498404522372299,Low,Manufacturing Director,Research & Development,132,4,4,1,1,0,0
1379,1,0.29078285789569236,Low,Sales Representative,Sales,12,3,4,3,3,6,3
1612,0,0.3741811209838172,Medium,Sales Executive,Sales,120,3,1,1,1,4,2
1909,0,0.18252031045645387,Low,Sales Executive,Sales,60,4,2,3,3,6,3
1911,0,0.04034086117016502,Low,Research Director,Research & Development,156,3,1,2,3,6,3
1912,0,0.1220143647072122,Low,Sales Executive,Sales,60,3,4,4,3,4,2
1915,0,0.09447460391387176,Low,Sales Executive,Sales,48,3,4,3,4,6,3
1916,0,0.46662754966243997,Medium,Laboratory Technician,Research & Development,24,3,3,2,1,0,0
1918,0,0.16828141616703665,Low,Laboratory Technician,Research & Development,84,3,4,1,3,6,3
1922,0,0.10409810752763726,Low,Healthcare Representative,Research & Development,48,3,3,3,2,6,3
1924,0,0.19101387441054096,Low,Sales Executive,Sales,120,3,3,2,2,4,2
1927,0,0.1237703190506457,Low,Sales Executive,Sales,84,3,4,3,3,4,2
1928,1,0.45362156424827277,Medium,Sales Representative,Sales,12,3,1,4,3,6,3
1929,0,0.31529257981750325,Low,Sales Executive,Sales,36,3,3,3,1,2,1
1931,0,0.1936317494298462,Low,Research Scientist,Research & Development,60,3,2,3,2,6,3
1908,0,0.2504397538042932,Low,Sales Executive,Sales,48,3,2,3,3,2,1
1932,0,0.06855794489946578,Low,Research Scientist,Research & Development,180,3,4,2,3,6,3
1933,1,0.18475060546168642,Low,Sales Executive,Sales,24,3,3,4,4,0,0
1934,0,0.1175845643852674,Low,Research Scientist,Research & Development,96,3,2,3,3,8,4
1935,0,0.22228187596127666,Low,Sales Executive,Sales,0,3,1,3,4,6,3
1936,0,0.11604431352563947,Low,Manufacturing Director,Research & Development,120,4,1,4,1,6,3
1937,0,0.06374890556529333,Low,Research Scientist,Research & Development,240,3,2,3,4,6,3
1938,0,0.048442286844410216,Low,Manager,Sales,12,3,4,3,4,4,2
1939,1,0.2724663779370392,Low,Research Scientist,Research & Development,48,3,3,1,1,4,2
1940,0,0.17316809183290421,Low,Research Scientist,Research & Development,60,3,4,4,2,0,0
1941,0,0.027772099984815883,Low,Research Director,Research & Development,60,3,4,4,2,6,3
1943,0,0.15482353838776783,Low,Sales Executive,Sales,0,3,4,3,2,8,4
1944,1,0.4400909607225552,Medium,Human Resources,Human Resources,12,3,2,1,1,4,2
1945,0,0.2924322102308839,Low,Sales Executive,Sales,60,3,1,4,2,4,2
1947,0,0.12220500336360686,Low,Research Scientist,Research & Development,60,3,3,3,3,6,3
1948,0,0.183786645204946,Low,Research Scientist,Research & Development,48,3,1,4,3,6,3
1949,0,0.3698360050401712,Medium,Laboratory Technician,Research & Development,60,4,2,2,1,6,3
1950,0,0.15390128833378214,Low,Sales Executive,Sales,168,4,4,1,1,6,3
1951,0,0.11865513338518179,Low,Sales Executive,Sales,96,3,3,3,4,4,2
1952,0,0.16312806101932956,Low,Laboratory Technician,Research & Development,84,3,1,4,3,12,6
1954,0,0.1815560810109458,Low,Healthcare Representative,Research & Development,60,3,1,1,1,10,5
1955,0,0.04096190756445078,Low,Healthcare Representative,Research & Development,60,3,4,2,3,12,6
1956,0,0.0866672097198081,Low,Research Scientist,Research & Development,120,4,1,2,4,12,6
1960,1,0.21726365799528466,Low,Laboratory Technician,Research & Development,48,3,4,1,3,4,2
1961,0,0.6669148671518326,High,Sales Representative,Sales,12,3,1,1,1,6,3
1962,0,0.09869813931518664,Low,Sales Executive,Sales,120,3,4,4,3,4,2
1965,0,0.07403137824233909,Low,Sales Executive,Sales,84,3,4,1,4,10,5
1966,0,0.06493038666721479,Low,Manufacturing Director,Research & Development,12,4,4,2,4,2,1
1967,1,0.12998694843563838,Low,Sales Executive,Sales,120,3,4,3,1,8,4
1968,1,0.4391351849489293,Medium,Sales Executive,Sales,24,3,1,2,1,4,2
1969,0,0.13031652619387415,Low,Research Scientist,Research & Development,48,3,3,3,1,12,6
1970,0,0.05884986740540077,Low,Healthcare Representative,Research & Development,108,4,3,3,4,4,2
1971,0,0.15346530236380607,Low,Healthcare Representative,Research & Development,120,3,3,2,1,2,1
1972,0,0.1964026655037861,Low,Human Resources,Human Resources,72,3,2,2,4,4,2
1973,0,0.11716942232249115,Low,Manager,Human Resources,120,3,2,1,3,0,0
1974,0,0.12120395084606118,Low,Laboratory Technician,Research & Development,12,3,4,3,4,8,4
1975,0,0.1920352292502371,Low,Sales Executive,Sales,240,3,1,1,2,6,3
1976,0,0.052266730812797674,Low,Research Scientist,Research & Development,240,3,3,4,4,4,2
1979,0,0.02748897869343426,Low,Research Director,Research & Development,132,4,3,3,3,4,2
1980,0,0.08878033812589224,Low,Manufacturing Director,Research & Development,60,3,1,4,3,6,3
1981,0,0.13380915617384082,Low,Healthcare Representative,Research & Development,48,3,3,2,2,4,2
1982,0,0.07459834970048994,Low,Laboratory Technician,Research & Development,60,3,4,3,4,12,6
1985,0,0.17250254380770724,Low,Laboratory Technician,Research & Development,120,3,3,1,4,4,2
1986,0,0.1575301292313719,Low,Sales Executive,Sales,132,3,2,3,2,8,4
1987,0,0.22611824809428663,Low,Human Resources,Human Resources,24,3,2,3,3,6,3
1989,0,0.09054940507349843,Low,Laboratory Technician,Research & Development,144,3,2,3,4,12,6
1992,0,0.1962420261632828,Low,Laboratory Technician,Research & Development,24,3,3,3,4,4,2
1993,0,0.08342375108495557,Low,Healthcare Representative,Research & Development,204,4,3,2,1,6,3
1994,0,0.306445123805088,Low,Laboratory Technician,Research & Development,12,3,3,3,2,4,2
1995,0,0.11748778241130609,Low,Sales Executive,Sales,180,3,2,1,4,6,3
1996,0,0.5560250042487762,Medium,Sales Representative,Sales,24,3,3,3,1,2,1
1997,0,0.10674377361195304,Low,Manufacturing Director,Research & Development,96,3,3,4,1,2,1
1998,0,0.16083248189585594,Low,Research Scientist,Research & Development,48,3,1,3,4,6,3
1999,0,0.09090201681700248,Low,Research Scientist,Research & Development,60,4,4,1,4,6,3
2000,0,0.03455658041307939,Low,Research Director,Research & Development,156,3,2,1,3,6,3
2003,0,0.1703495382381386,Low,Laboratory Technician,Research & Development,24,3,3,3,4,6,3
2007,0,0.11031260815976893,Low,Research Scientist,Research & Development,36,3,3,4,4,4,2
2008,0,0.10228896475274243,Low,Research Scientist,Research & Development,120,3,3,2,2,10,5
2009,0,0.049286623956479876,Low,Healthcare Representative,Research & Development,108,3,4,1,2,12,6
2010,0,0.2264182366347004,Low,Laboratory Technician,Research & Development,72,3,2,3,3,6,3
2012,0,0.27098641089635017,Low,Laboratory Technician,Research & Development,12,3,4,3,1,6,3
2013,0,0.5406788282942717,Medium,Sales Representative,Sales,24,3,2,2,2,4,2
2014,0,0.1982139677164591,Low,Research Scientist,Research & Development,84,3,4,1,1,4,2
2015,0,0.027440755932877033,Low,Research Director,Research & Development,216,3,3,1,2,6,3
2016,0,0.07842083759579042,Low,Sales Executive,Sales,168,3,4,3,3,6,3
2017,0,0.020764013117528072,Low,Research Director,Research & Development,192,4,4,1,3,4,2
2018,0,0.24700694296136794,Low,Sales Executive,Sales,60,4,3,2,1,6,3
2019,0,0.35075273551983,Medium,Sales Representative,Sales,108,3,4,2,1,6,3
2020,0,0.14798623422961169,Low,Research Scientist,Research & Development,48,3,4,3,2,4,2
2021,0,0.3200998834529111,Low,Sales Representative,Sales,24,3,1,4,3,12,6
2022,0,0.03263430783043889,Low,Manager,Research & Development,72,3,4,3,4,6,3
2023,1,0.46904274620313396,Medium,Sales Representative,Sales,12,3,1,1,4,6,3
2024,0,0.18138196642197585,Low,Sales Executive,Sales,108,3,4,3,1,4,2
2025,0,0.06895296136676028,Low,Manufacturing Director,Research & Development,48,3,2,2,4,6,3
2026,0,0.07822002336335832,Low,Healthcare Representative,Research & Development,156,4,3,1,3,4,2
2027,1,0.1909238416195425,Low,Research Scientist,Research & Development,24,3,4,2,1,6,3
2031,0,0.0650902772565442,Low,Manager,Research & Development,264,3,3,1,1,4,2
2032,1,0.09541756333214849,Low,Laboratory Technician,Research & Development,120,3,3,4,4,8,4
2034,0,0.06490178752746643,Low,Manufacturing Director,Research & Development,240,4,2,3,1,6,3
2035,0,0.10660806541351311,Low,Sales Executive,Sales,96,4,3,4,4,4,2
2036,0,0.06045845321335016,Low,Sales Executive,Sales,180,4,4,1,4,8,4
2037,0,0.13743787810716573,Low,Sales Executive,Sales,60,3,2,3,3,10,5
2038,0,0.12599394567533473,Low,Research Scientist,Research & Development,48,3,1,4,4,8,4
2040,0,0.12614147965519915,Low,Human Resources,Human Resources,108,3,4,3,3,4,2
2041,0,0.20077358724319835,Low,Sales Executive,Sales,120,3,4,3,1,2,1
2044,1,0.16121441749095716,Low,Sales Executive,Sales,72,3,3,4,2,6,3
2045,0,0.19566910056337747,Low,Sales Executive,Sales,72,3,4,1,2,4,2
2046,0,0.11552975898106507,Low,Sales Executive,Sales,60,3,3,3,4,6,3
2048,0,0.14589776560896572,Low,Research Scientist,Research & Development,24,3,3,4,3,4,2
2049,0,0.06601439192473224,Low,Healthcare Representative,Research & Development,120,3,3,4,3,4,2
2051,0,0.15618307870584727,Low,Research Scientist,Research & Development,60,3,3,2,3,4,2
2052,0,0.06571553249701893,Low,Research Scientist,Research & Development,48,3,4,4,3,10,5
2053,0,0.26704350884207345,Low,Laboratory Technician,Research & Development,48,3,2,1,4,4,2
2054,0,0.1696514250717336,Low,Research Scientist,Research & Development,60,3,1,2,4,6,3
2055,1,0.21690685699261264,Low,Sales Executive,Sales,36,3,1,2,4,6,3
2056,0,0.11097925321280974,Low,Sales Executive,Sales,240,3,4,1,2,4,2
2057,0,0.1358630343834429,Low,Manufacturing Director,Research & Development,108,3,1,2,2,4,2
2060,0,0.2742179791645289,Low,Sales Representative,Sales,48,3,3,4,4,4,2
2061,0,0.15113186643043286,Low,Laboratory Technician,Research & Development,60,3,4,3,3,6,3
2062,0,0.08170486729525235,Low,Healthcare Representative,Research & Development,84,3,1,1,4,10,5
2064,0,0.16217626663412024,Low,Manufacturing Director,Research & Development,72,4,2,2,2,0,0
2065,0,0.1125144444358741,Low,Sales Executive,Sales,108,3,2,4,4,6,3
2068,0,0.28704974129524924,Low,Laboratory Technician,Research & Development,48,3,3,1,2,6,3
